mt002,,
2014/12/30,,
,,
時刻,活動強度,運動種別
2:49:30,0,計測なし
2:49:40,0,計測なし
2:49:50,0,計測なし
2:50:00,0,計測なし
2:50:10,0,計測なし
2:50:20,0,計測なし
2:50:30,0,計測なし
2:50:40,0,計測なし
2:50:50,0,計測なし
2:51:00,0,計測なし
2:51:10,0,計測なし
2:51:20,0,計測なし
2:51:30,0,計測なし
2:51:40,0,計測なし
2:51:50,0,計測なし
2:52:00,0,計測なし
2:52:10,0,計測なし
2:52:20,0,計測なし
2:52:30,0,計測なし
2:52:40,0,計測なし
2:52:50,0,計測なし
2:53:00,0,計測なし
2:53:10,0,計測なし
2:53:20,0,計測なし
2:53:30,0,計測なし
2:53:40,0,計測なし
2:53:50,0,計測なし
2:54:00,0,計測なし
2:54:10,0,計測なし
2:54:20,0,計測なし
2:54:30,0,計測なし
2:54:40,0,計測なし
2:54:50,0,計測なし
2:55:00,0,計測なし
2:55:10,0,計測なし
2:55:20,0,計測なし
2:55:30,0,計測なし
2:55:40,0,計測なし
2:55:50,0,計測なし
2:56:00,0,計測なし
2:56:10,0,計測なし
2:56:20,0,計測なし
2:56:30,0,計測なし
2:56:40,0,計測なし
2:56:50,0,計測なし
2:57:00,0,計測なし
2:57:10,0,計測なし
2:57:20,0,計測なし
2:57:30,0,計測なし
2:57:40,0,計測なし
2:57:50,0,計測なし
2:58:00,0,計測なし
2:58:10,0,計測なし
2:58:20,0,計測なし
2:58:30,0,計測なし
2:58:40,0,計測なし
2:58:50,0,計測なし
2:59:00,0,計測なし
2:59:10,0,計測なし
2:59:20,0,計測なし
2:59:30,0,計測なし
2:59:40,0,計測なし
2:59:50,0,計測なし
3:00:00,0,計測なし
3:00:10,0,計測なし
3:00:20,0,計測なし
3:00:30,0,計測なし
3:00:40,0,計測なし
3:00:50,0,計測なし
3:01:00,0,計測なし
3:01:10,0,計測なし
3:01:20,0,計測なし
3:01:30,0,計測なし
3:01:40,0,計測なし
3:01:50,0,計測なし
3:02:00,0,計測なし
3:02:10,0,計測なし
3:02:20,0,計測なし
3:02:30,0,計測なし
3:02:40,0,計測なし
3:02:50,0,計測なし
3:03:00,0,計測なし
3:03:10,0,計測なし
3:03:20,0,計測なし
3:03:30,0,計測なし
3:03:40,0,計測なし
3:03:50,0,計測なし
3:04:00,0,計測なし
3:04:10,0,計測なし
3:04:20,0,計測なし
3:04:30,0,計測なし
3:04:40,0,計測なし
3:04:50,0,計測なし
3:05:00,0,計測なし
3:05:10,0,計測なし
3:05:20,0,計測なし
3:05:30,0,計測なし
3:05:40,0,計測なし
3:05:50,0,計測なし
3:06:00,0,計測なし
3:06:10,0,計測なし
3:06:20,0,計測なし
3:06:30,0,計測なし
3:06:40,0,計測なし
3:06:50,0,計測なし
3:07:00,0,計測なし
3:07:10,0,計測なし
3:07:20,0,計測なし
3:07:30,0,計測なし
3:07:40,0,計測なし
3:07:50,0,計測なし
3:08:00,0,計測なし
3:08:10,0,計測なし
3:08:20,0,計測なし
3:08:30,0,計測なし
3:08:40,0,計測なし
3:08:50,0,計測なし
3:09:00,0,計測なし
3:09:10,0,計測なし
3:09:20,0,計測なし
3:09:30,0,計測なし
3:09:40,0,計測なし
3:09:50,0,計測なし
3:10:00,0,計測なし
3:10:10,0,計測なし
3:10:20,0,計測なし
3:10:30,0,計測なし
3:10:40,0,計測なし
3:10:50,0,計測なし
3:11:00,0,計測なし
3:11:10,0,計測なし
3:11:20,0,計測なし
3:11:30,0,計測なし
3:11:40,0,計測なし
3:11:50,0,計測なし
3:12:00,0,計測なし
3:12:10,0,計測なし
3:12:20,0,計測なし
3:12:30,0,計測なし
3:12:40,0,計測なし
3:12:50,0,計測なし
3:13:00,0,計測なし
3:13:10,0,計測なし
3:13:20,0,計測なし
3:13:30,0,計測なし
3:13:40,0,計測なし
3:13:50,0,計測なし
3:14:00,0,計測なし
3:14:10,0,計測なし
3:14:20,0,計測なし
3:14:30,0,計測なし
3:14:40,0,計測なし
3:14:50,0,計測なし
3:15:00,0,計測なし
3:15:10,0,計測なし
3:15:20,0,計測なし
3:15:30,0,計測なし
3:15:40,0,計測なし
3:15:50,0,計測なし
3:16:00,0,計測なし
3:16:10,0,計測なし
3:16:20,0,計測なし
3:16:30,0,計測なし
3:16:40,0,計測なし
3:16:50,0,計測なし
3:17:00,0,計測なし
3:17:10,0,計測なし
3:17:20,0,計測なし
3:17:30,0,計測なし
3:17:40,0,計測なし
3:17:50,0,計測なし
3:18:00,0,計測なし
3:18:10,0,計測なし
3:18:20,0,計測なし
3:18:30,0,計測なし
3:18:40,0,計測なし
3:18:50,0,計測なし
3:19:00,0,計測なし
3:19:10,0,計測なし
3:19:20,0,計測なし
3:19:30,0,計測なし
3:19:40,0,計測なし
3:19:50,0,計測なし
3:20:00,0,計測なし
3:20:10,0,計測なし
3:20:20,0,計測なし
3:20:30,0,計測なし
3:20:40,0,計測なし
3:20:50,0,計測なし
3:21:00,0,計測なし
3:21:10,0,計測なし
3:21:20,0,計測なし
3:21:30,0,計測なし
3:21:40,0,計測なし
3:21:50,0,計測なし
3:22:00,0,計測なし
3:22:10,0,計測なし
3:22:20,0,計測なし
3:22:30,0,計測なし
3:22:40,0,計測なし
3:22:50,0,計測なし
3:23:00,0,計測なし
3:23:10,0,計測なし
3:23:20,0,計測なし
3:23:30,0,計測なし
3:23:40,0,計測なし
3:23:50,0,計測なし
3:24:00,0,計測なし
3:24:10,0,計測なし
3:24:20,0,計測なし
3:24:30,0,計測なし
3:24:40,0,計測なし
3:24:50,0,計測なし
3:25:00,0,計測なし
3:25:10,0,計測なし
3:25:20,0,計測なし
3:25:30,0,計測なし
3:25:40,0,計測なし
3:25:50,0,計測なし
3:26:00,0,計測なし
3:26:10,0,計測なし
3:26:20,0,計測なし
3:26:30,0,計測なし
3:26:40,0,計測なし
3:26:50,0,計測なし
3:27:00,0,計測なし
3:27:10,0,計測なし
3:27:20,0,計測なし
3:27:30,0,計測なし
3:27:40,0,計測なし
3:27:50,0,計測なし
3:28:00,0,計測なし
3:28:10,0,計測なし
3:28:20,0,計測なし
3:28:30,0,計測なし
3:28:40,0,計測なし
3:28:50,0,計測なし
3:29:00,0,計測なし
3:29:10,0,計測なし
3:29:20,0,計測なし
3:29:30,0,計測なし
3:29:40,0,計測なし
3:29:50,0,計測なし
3:30:00,0,計測なし
3:30:10,0,計測なし
3:30:20,0,計測なし
3:30:30,0,計測なし
3:30:40,0,計測なし
3:30:50,0,計測なし
3:31:00,0,計測なし
3:31:10,0,計測なし
3:31:20,0,計測なし
3:31:30,0,計測なし
3:31:40,0,計測なし
3:31:50,0,計測なし
3:32:00,0,計測なし
3:32:10,0,計測なし
3:32:20,0,計測なし
3:32:30,0,計測なし
3:32:40,0,計測なし
3:32:50,0,計測なし
3:33:00,0,計測なし
3:33:10,0,計測なし
3:33:20,0,計測なし
3:33:30,0,計測なし
3:33:40,0,計測なし
3:33:50,0,計測なし
3:34:00,0,計測なし
3:34:10,0,計測なし
3:34:20,0,計測なし
3:34:30,0,計測なし
3:34:40,0,計測なし
3:34:50,0,計測なし
3:35:00,0,計測なし
3:35:10,0,計測なし
3:35:20,0,計測なし
3:35:30,0,計測なし
3:35:40,0,計測なし
3:35:50,0,計測なし
3:36:00,0,計測なし
3:36:10,0,計測なし
3:36:20,0,計測なし
3:36:30,0,計測なし
3:36:40,0,計測なし
3:36:50,0,計測なし
3:37:00,0,計測なし
3:37:10,0,計測なし
3:37:20,0,計測なし
3:37:30,0,計測なし
3:37:40,0,計測なし
3:37:50,0,計測なし
3:38:00,0,計測なし
3:38:10,0,計測なし
3:38:20,0,計測なし
3:38:30,0,計測なし
3:38:40,0,計測なし
3:38:50,0,計測なし
3:39:00,0,計測なし
3:39:10,0,計測なし
3:39:20,0,計測なし
3:39:30,0,計測なし
3:39:40,0,計測なし
3:39:50,0,計測なし
3:40:00,0,計測なし
3:40:10,0,計測なし
3:40:20,0,計測なし
3:40:30,0,計測なし
3:40:40,0,計測なし
3:40:50,0,計測なし
3:41:00,0,計測なし
3:41:10,0,計測なし
3:41:20,0,計測なし
3:41:30,0,計測なし
3:41:40,0,計測なし
3:41:50,0,計測なし
3:42:00,0,計測なし
3:42:10,0,計測なし
3:42:20,0,計測なし
3:42:30,0,計測なし
3:42:40,0,計測なし
3:42:50,0,計測なし
3:43:00,0,計測なし
3:43:10,0,計測なし
3:43:20,0,計測なし
3:43:30,0,計測なし
3:43:40,0,計測なし
3:43:50,0,計測なし
3:44:00,0,計測なし
3:44:10,0,計測なし
3:44:20,0,計測なし
3:44:30,0,計測なし
3:44:40,0,計測なし
3:44:50,0,計測なし
3:45:00,0,計測なし
3:45:10,0,計測なし
3:45:20,0,計測なし
3:45:30,0,計測なし
3:45:40,0,計測なし
3:45:50,0,計測なし
3:46:00,0,計測なし
3:46:10,0,計測なし
3:46:20,0,計測なし
3:46:30,0,計測なし
3:46:40,0,計測なし
3:46:50,0,計測なし
3:47:00,0,計測なし
3:47:10,0,計測なし
3:47:20,0,計測なし
3:47:30,0,計測なし
3:47:40,0,計測なし
3:47:50,0,計測なし
3:48:00,0,計測なし
3:48:10,0,計測なし
3:48:20,0,計測なし
3:48:30,0,計測なし
3:48:40,0,計測なし
3:48:50,0,計測なし
3:49:00,0,計測なし
3:49:10,0,計測なし
3:49:20,0,計測なし
3:49:30,0,計測なし
3:49:40,0,計測なし
3:49:50,0,計測なし
3:50:00,0,計測なし
3:50:10,0,計測なし
3:50:20,0,計測なし
3:50:30,0,計測なし
3:50:40,0,計測なし
3:50:50,0,計測なし
3:51:00,0,計測なし
3:51:10,0,計測なし
3:51:20,0,計測なし
3:51:30,0,計測なし
3:51:40,0,計測なし
3:51:50,0,計測なし
3:52:00,0,計測なし
3:52:10,0,計測なし
3:52:20,0,計測なし
3:52:30,0,計測なし
3:52:40,0,計測なし
3:52:50,0,計測なし
3:53:00,0,計測なし
3:53:10,0,計測なし
3:53:20,0,計測なし
3:53:30,0,計測なし
3:53:40,0,計測なし
3:53:50,0,計測なし
3:54:00,0,計測なし
3:54:10,0,計測なし
3:54:20,0,計測なし
3:54:30,0,計測なし
3:54:40,0,計測なし
3:54:50,0,計測なし
3:55:00,0,計測なし
3:55:10,0,計測なし
3:55:20,0,計測なし
3:55:30,0,計測なし
3:55:40,0,計測なし
3:55:50,0,計測なし
3:56:00,0,計測なし
3:56:10,0,計測なし
3:56:20,0,計測なし
3:56:30,0,計測なし
3:56:40,0,計測なし
3:56:50,0,計測なし
3:57:00,0,計測なし
3:57:10,0,計測なし
3:57:20,0,計測なし
3:57:30,0,計測なし
3:57:40,0,計測なし
3:57:50,0,計測なし
3:58:00,0,計測なし
3:58:10,0,計測なし
3:58:20,0,計測なし
3:58:30,0,計測なし
3:58:40,0,計測なし
3:58:50,0,計測なし
3:59:00,0,計測なし
3:59:10,0,計測なし
3:59:20,0,計測なし
3:59:30,0,計測なし
3:59:40,0,計測なし
3:59:50,0,計測なし
4:00:00,0,計測なし
4:00:10,0,計測なし
4:00:20,0,計測なし
4:00:30,0,計測なし
4:00:40,0,計測なし
4:00:50,0,計測なし
4:01:00,0,計測なし
4:01:10,0,計測なし
4:01:20,0,計測なし
4:01:30,0,計測なし
4:01:40,0,計測なし
4:01:50,0,計測なし
4:02:00,0,計測なし
4:02:10,0,計測なし
4:02:20,0,計測なし
4:02:30,0,計測なし
4:02:40,0,計測なし
4:02:50,0,計測なし
4:03:00,0,計測なし
4:03:10,0,計測なし
4:03:20,0,計測なし
4:03:30,0,計測なし
4:03:40,0,計測なし
4:03:50,0,計測なし
4:04:00,0,計測なし
4:04:10,0,計測なし
4:04:20,0,計測なし
4:04:30,0,計測なし
4:04:40,0,計測なし
4:04:50,0,計測なし
4:05:00,0,計測なし
4:05:10,0,計測なし
4:05:20,0,計測なし
4:05:30,0,計測なし
4:05:40,0,計測なし
4:05:50,0,計測なし
4:06:00,0,計測なし
4:06:10,0,計測なし
4:06:20,0,計測なし
4:06:30,0,計測なし
4:06:40,0,計測なし
4:06:50,0,計測なし
4:07:00,0,計測なし
4:07:10,0,計測なし
4:07:20,0,計測なし
4:07:30,0,計測なし
4:07:40,0,計測なし
4:07:50,0,計測なし
4:08:00,0,計測なし
4:08:10,0,計測なし
4:08:20,0,計測なし
4:08:30,0,計測なし
4:08:40,0,計測なし
4:08:50,0,計測なし
4:09:00,0,計測なし
4:09:10,0,計測なし
4:09:20,0,計測なし
4:09:30,0,計測なし
4:09:40,0,計測なし
4:09:50,0,計測なし
4:10:00,0,計測なし
4:10:10,0,計測なし
4:10:20,0,計測なし
4:10:30,0,計測なし
4:10:40,0,計測なし
4:10:50,0,計測なし
4:11:00,0,計測なし
4:11:10,0,計測なし
4:11:20,0,計測なし
4:11:30,0,計測なし
4:11:40,0,計測なし
4:11:50,0,計測なし
4:12:00,0,計測なし
4:12:10,0,計測なし
4:12:20,0,計測なし
4:12:30,0,計測なし
4:12:40,0,計測なし
4:12:50,0,計測なし
4:13:00,0,計測なし
4:13:10,0,計測なし
4:13:20,0,計測なし
4:13:30,0,計測なし
4:13:40,0,計測なし
4:13:50,0,計測なし
4:14:00,0,計測なし
4:14:10,0,計測なし
4:14:20,0,計測なし
4:14:30,0,計測なし
4:14:40,0,計測なし
4:14:50,0,計測なし
4:15:00,0,計測なし
4:15:10,0,計測なし
4:15:20,0,計測なし
4:15:30,0,計測なし
4:15:40,0,計測なし
4:15:50,0,計測なし
4:16:00,0,計測なし
4:16:10,0,計測なし
4:16:20,0,計測なし
4:16:30,0,計測なし
4:16:40,0,計測なし
4:16:50,0,計測なし
4:17:00,0,計測なし
4:17:10,0,計測なし
4:17:20,0,計測なし
4:17:30,0,計測なし
4:17:40,0,計測なし
4:17:50,0,計測なし
4:18:00,0,計測なし
4:18:10,0,計測なし
4:18:20,0,計測なし
4:18:30,0,計測なし
4:18:40,0,計測なし
4:18:50,0,計測なし
4:19:00,0,計測なし
4:19:10,0,計測なし
4:19:20,0,計測なし
4:19:30,0,計測なし
4:19:40,0,計測なし
4:19:50,0,計測なし
4:20:00,0,計測なし
4:20:10,0,計測なし
4:20:20,0,計測なし
4:20:30,0,計測なし
4:20:40,0,計測なし
4:20:50,0,計測なし
4:21:00,0,計測なし
4:21:10,0,計測なし
4:21:20,0,計測なし
4:21:30,0,計測なし
4:21:40,0,計測なし
4:21:50,0,計測なし
4:22:00,0,計測なし
4:22:10,0,計測なし
4:22:20,0,計測なし
4:22:30,0,計測なし
4:22:40,0,計測なし
4:22:50,0,計測なし
4:23:00,0,計測なし
4:23:10,0,計測なし
4:23:20,0,計測なし
4:23:30,0,計測なし
4:23:40,0,計測なし
4:23:50,0,計測なし
4:24:00,0,計測なし
4:24:10,0,計測なし
4:24:20,0,計測なし
4:24:30,0,計測なし
4:24:40,0,計測なし
4:24:50,0,計測なし
4:25:00,0,計測なし
4:25:10,0,計測なし
4:25:20,0,計測なし
4:25:30,0,計測なし
4:25:40,0,計測なし
4:25:50,0,計測なし
4:26:00,0,計測なし
4:26:10,0,計測なし
4:26:20,0,計測なし
4:26:30,0,計測なし
4:26:40,0,計測なし
4:26:50,0,計測なし
4:27:00,0,計測なし
4:27:10,0,計測なし
4:27:20,0,計測なし
4:27:30,0,計測なし
4:27:40,0,計測なし
4:27:50,0,計測なし
4:28:00,0,計測なし
4:28:10,0,計測なし
4:28:20,0,計測なし
4:28:30,0,計測なし
4:28:40,0,計測なし
4:28:50,0,計測なし
4:29:00,0,計測なし
4:29:10,0,計測なし
4:29:20,0,計測なし
4:29:30,0,計測なし
4:29:40,0,計測なし
4:29:50,0,計測なし
4:30:00,0,計測なし
4:30:10,0,計測なし
4:30:20,0,計測なし
4:30:30,0,計測なし
4:30:40,0,計測なし
4:30:50,0,計測なし
4:31:00,0,計測なし
4:31:10,0,計測なし
4:31:20,0,計測なし
4:31:30,0,計測なし
4:31:40,0,計測なし
4:31:50,0,計測なし
4:32:00,0,計測なし
4:32:10,0,計測なし
4:32:20,0,計測なし
4:32:30,0,計測なし
4:32:40,0,計測なし
4:32:50,0,計測なし
4:33:00,0,計測なし
4:33:10,0,計測なし
4:33:20,0,計測なし
4:33:30,0,計測なし
4:33:40,0,計測なし
4:33:50,0,計測なし
4:34:00,0,計測なし
4:34:10,0,計測なし
4:34:20,0,計測なし
4:34:30,0,計測なし
4:34:40,0,計測なし
4:34:50,0,計測なし
4:35:00,0,計測なし
4:35:10,0,計測なし
4:35:20,0,計測なし
4:35:30,0,計測なし
4:35:40,0,計測なし
4:35:50,0,計測なし
4:36:00,0,計測なし
4:36:10,0,計測なし
4:36:20,0,計測なし
4:36:30,0,計測なし
4:36:40,0,計測なし
4:36:50,0,計測なし
4:37:00,0,計測なし
4:37:10,0,計測なし
4:37:20,0,計測なし
4:37:30,0,計測なし
4:37:40,0,計測なし
4:37:50,0,計測なし
4:38:00,0,計測なし
4:38:10,0,計測なし
4:38:20,0,計測なし
4:38:30,0,計測なし
4:38:40,0,計測なし
4:38:50,0,計測なし
4:39:00,0,計測なし
4:39:10,0,計測なし
4:39:20,0,計測なし
4:39:30,0,計測なし
4:39:40,0,計測なし
4:39:50,0,計測なし
4:40:00,0,計測なし
4:40:10,0,計測なし
4:40:20,0,計測なし
4:40:30,0,計測なし
4:40:40,0,計測なし
4:40:50,0,計測なし
4:41:00,0,計測なし
4:41:10,0,計測なし
4:41:20,0,計測なし
4:41:30,0,計測なし
4:41:40,0,計測なし
4:41:50,0,計測なし
4:42:00,0,計測なし
4:42:10,0,計測なし
4:42:20,0,計測なし
4:42:30,0,計測なし
4:42:40,0,計測なし
4:42:50,0,計測なし
4:43:00,0,計測なし
4:43:10,0,計測なし
4:43:20,0,計測なし
4:43:30,0,計測なし
4:43:40,0,計測なし
4:43:50,0,計測なし
4:44:00,0,計測なし
4:44:10,0,計測なし
4:44:20,0,計測なし
4:44:30,0,計測なし
4:44:40,0,計測なし
4:44:50,0,計測なし
4:45:00,0,計測なし
4:45:10,0,計測なし
4:45:20,0,計測なし
4:45:30,0,計測なし
4:45:40,0,計測なし
4:45:50,0,計測なし
4:46:00,0,計測なし
4:46:10,0,計測なし
4:46:20,0,計測なし
4:46:30,0,計測なし
4:46:40,0,計測なし
4:46:50,0,計測なし
4:47:00,0,計測なし
4:47:10,0,計測なし
4:47:20,0,計測なし
4:47:30,0,計測なし
4:47:40,0,計測なし
4:47:50,0,計測なし
4:48:00,0,計測なし
4:48:10,0,計測なし
4:48:20,0,計測なし
4:48:30,0,計測なし
4:48:40,0,計測なし
4:48:50,0,計測なし
4:49:00,0,計測なし
4:49:10,0,計測なし
4:49:20,0,計測なし
4:49:30,0,計測なし
4:49:40,0,計測なし
4:49:50,0,計測なし
4:50:00,0,計測なし
4:50:10,0,計測なし
4:50:20,0,計測なし
4:50:30,0,計測なし
4:50:40,0,計測なし
4:50:50,0,計測なし
4:51:00,0,計測なし
4:51:10,0,計測なし
4:51:20,0,計測なし
4:51:30,0,計測なし
4:51:40,0,計測なし
4:51:50,0,計測なし
4:52:00,0,計測なし
4:52:10,0,計測なし
4:52:20,0,計測なし
4:52:30,0,計測なし
4:52:40,0,計測なし
4:52:50,0,計測なし
4:53:00,0,計測なし
4:53:10,0,計測なし
4:53:20,0,計測なし
4:53:30,0,計測なし
4:53:40,0,計測なし
4:53:50,0,計測なし
4:54:00,0,計測なし
4:54:10,0,計測なし
4:54:20,0,計測なし
4:54:30,0,計測なし
4:54:40,0,計測なし
4:54:50,0,計測なし
4:55:00,0,計測なし
4:55:10,0,計測なし
4:55:20,0,計測なし
4:55:30,0,計測なし
4:55:40,0,計測なし
4:55:50,0,計測なし
4:56:00,0,計測なし
4:56:10,0,計測なし
4:56:20,0,計測なし
4:56:30,0,計測なし
4:56:40,0,計測なし
4:56:50,0,計測なし
4:57:00,0,計測なし
4:57:10,0,計測なし
4:57:20,0,計測なし
4:57:30,0,計測なし
4:57:40,0,計測なし
4:57:50,0,計測なし
4:58:00,0,計測なし
4:58:10,0,計測なし
4:58:20,0,計測なし
4:58:30,0,計測なし
4:58:40,0,計測なし
4:58:50,0,計測なし
4:59:00,0,計測なし
4:59:10,0,計測なし
4:59:20,0,計測なし
4:59:30,0,計測なし
4:59:40,0,計測なし
4:59:50,0,計測なし
5:00:00,0,計測なし
5:00:10,0,計測なし
5:00:20,0,計測なし
5:00:30,0,計測なし
5:00:40,0,計測なし
5:00:50,0,計測なし
5:01:00,0,計測なし
5:01:10,0,計測なし
5:01:20,0,計測なし
5:01:30,0,計測なし
5:01:40,0,計測なし
5:01:50,0,計測なし
5:02:00,0,計測なし
5:02:10,0,計測なし
5:02:20,0,計測なし
5:02:30,0,計測なし
5:02:40,0,計測なし
5:02:50,0,計測なし
5:03:00,0,計測なし
5:03:10,0,計測なし
5:03:20,0,計測なし
5:03:30,0,計測なし
5:03:40,0,計測なし
5:03:50,0,計測なし
5:04:00,0,計測なし
5:04:10,0,計測なし
5:04:20,0,計測なし
5:04:30,0,計測なし
5:04:40,0,計測なし
5:04:50,0,計測なし
5:05:00,0,計測なし
5:05:10,0,計測なし
5:05:20,0,計測なし
5:05:30,0,計測なし
5:05:40,0,計測なし
5:05:50,0,計測なし
5:06:00,0,計測なし
5:06:10,0,計測なし
5:06:20,0,計測なし
5:06:30,0,計測なし
5:06:40,0,計測なし
5:06:50,0,計測なし
5:07:00,0,計測なし
5:07:10,0,計測なし
5:07:20,0,計測なし
5:07:30,0,計測なし
5:07:40,0,計測なし
5:07:50,0,計測なし
5:08:00,0,計測なし
5:08:10,0,計測なし
5:08:20,0,計測なし
5:08:30,0,計測なし
5:08:40,0,計測なし
5:08:50,0,計測なし
5:09:00,0,計測なし
5:09:10,0,計測なし
5:09:20,0,計測なし
5:09:30,0,計測なし
5:09:40,0,計測なし
5:09:50,0,計測なし
5:10:00,0,計測なし
5:10:10,0,計測なし
5:10:20,0,計測なし
5:10:30,0,計測なし
5:10:40,0,計測なし
5:10:50,0,計測なし
5:11:00,0,計測なし
5:11:10,0,計測なし
5:11:20,0,計測なし
5:11:30,0,計測なし
5:11:40,0,計測なし
5:11:50,0,計測なし
5:12:00,0,計測なし
5:12:10,0,計測なし
5:12:20,0,計測なし
5:12:30,0,計測なし
5:12:40,0,計測なし
5:12:50,0,計測なし
5:13:00,0,計測なし
5:13:10,0,計測なし
5:13:20,0,計測なし
5:13:30,0,計測なし
5:13:40,0,計測なし
5:13:50,0,計測なし
5:14:00,0,計測なし
5:14:10,0,計測なし
5:14:20,0,計測なし
5:14:30,0,計測なし
5:14:40,0,計測なし
5:14:50,0,計測なし
5:15:00,0,計測なし
5:15:10,0,計測なし
5:15:20,0,計測なし
5:15:30,0,計測なし
5:15:40,0,計測なし
5:15:50,0,計測なし
5:16:00,0,計測なし
5:16:10,0,計測なし
5:16:20,0,計測なし
5:16:30,0,計測なし
5:16:40,0,計測なし
5:16:50,0,計測なし
5:17:00,0,計測なし
5:17:10,0,計測なし
5:17:20,0,計測なし
5:17:30,0,計測なし
5:17:40,0,計測なし
5:17:50,0,計測なし
5:18:00,0,計測なし
5:18:10,0,計測なし
5:18:20,0,計測なし
5:18:30,0,計測なし
5:18:40,0,計測なし
5:18:50,0,計測なし
5:19:00,0,計測なし
5:19:10,0,計測なし
5:19:20,0,計測なし
5:19:30,0,計測なし
5:19:40,0,計測なし
5:19:50,0,計測なし
5:20:00,0,計測なし
5:20:10,0,計測なし
5:20:20,0,計測なし
5:20:30,0,計測なし
5:20:40,0,計測なし
5:20:50,0,計測なし
5:21:00,0,計測なし
5:21:10,0,計測なし
5:21:20,0,計測なし
5:21:30,0,計測なし
5:21:40,0,計測なし
5:21:50,0,計測なし
5:22:00,0,計測なし
5:22:10,0,計測なし
5:22:20,0,計測なし
5:22:30,0,計測なし
5:22:40,0,計測なし
5:22:50,0,計測なし
5:23:00,0,計測なし
5:23:10,0,計測なし
5:23:20,0,計測なし
5:23:30,0,計測なし
5:23:40,0,計測なし
5:23:50,0,計測なし
5:24:00,0,計測なし
